消費品項,class
Tangerine Yerba Mate Tea,食/其它
Tieguanyin Tea Basque Cheese Cake,食/其它
ＹＯＩ鹼性水,食/其它
一分糖/微冰/仙草凍/,食/其它
一分糖/微冰/綠茶凍/,食/其它
一本有機石榴紅康普茶,食/其它
一番抹茶鮮奶茶,食/其它
二中可樂_1送1,食/其它
三起司熱狗,食/其它
三得利白色沙瓦,食/其它
三得利微醉雞尾酒-梅酒蘇打,食/其它
三福鮮奶油布蕾,食/其它
土芒果青鮮果乾,食/其它
大 阿華田拿鐵,食/其它
大 珍珠紅茶拿鐵,食/其它
大冰特濃經典拿鐵,食/其它
大吸館寒天冬瓜檸檬ＱＱ,食/其它
大臣賞冠軍茶匠焙茶鮮奶茶,食/其它
大杯那堤雙杯組,食/其它
大武山動福蛋白,食/其它
大特濃經典拿鐵（冰／熱）,食/其它
大腸臭臭鍋(豬肉),食/其它
大熱特濃經典拿鐵,食/其它
大熱焙茶拿鐵,食/其它
大鍋湯,食/其它
小吃,食/其它
小吃Food Court,食/其它
小杯冷飲,食/其它
小菜,食/其它
小農雪點鮮奶茶,食/其它
小路蘋果蛋糕,食/其它
小德薯濃厚茄汁,食/其它
中冰美式,食/其它
中祥地瓜酥原味,食/其它
中零卡可樂,食/其它
元本山脆烤甜辣,食/其它
元氣有理綜合B群+C1000,食/其它
元氣阿甘剝皮瘦肉湯,食/其它
午后時光重乳可可奶茶,食/其它
午后時光重乳奶茶,食/其它
午后時光重乳茉莉綠奶茶,食/其它
午餐  Set A 湯,食/其它
天仁茗茶 茶飲.茶葉相關產品,食/其它
天仁飲品,食/其它
天空之月桃梅酒,食/其它
太妃奶茶,食/其它
太和殿大骨煲湯,食/其它
手採阿里山金萱,食/其它
手採紅茶,食/其它
手提便當袋,食/其它
日本DYDO世界一無糖黑咖啡,食/其它
日本大雷神巧克力餅乾,食/其它
日本幸之香草莓迷你泡芙,食/其它
日式巧克力泡芙,食/其它
日式料理,食/其它
木瓜牛奶霜淇淋,食/其它
比菲多減糖纖維,食/其它
水晶巧克力蛋糕,食/其它
水語乳酸菌飲料,食/其它
水蠻牛維他命Ｂ補給飲料,食/其它
火腿洋芋沙拉,食/其它
牛奶口味霜淇淋,食/其它
牛奶雪糕,食/其它
不沾手番茄芥末醬,食/其它
冬瓜菁,食/其它
冬瓜檸檬,食/其它
加購藍莓派,食/其它
卡士達麻糬泡芙,食/其它
卡布奇諾,食/其它
卡迪那95°C北海道風味薯條,食/其它
卡迪那德州薯條茄汁口味,食/其它
古早味濃紅茶,食/其它
古道梅子綠茶瓶,食/其它
可口奶滋隨手分享包,食/其它
可口雪碧,食/其它
可可布朗冰炫風,食/其它
可可紅茶-全糖,食/其它
可可脆片莎莎,食/其它
可可雲朵慕斯蛋糕,食/其它
可可瑪奇朵,食/其它
可可歐雷,食/其它
可果美野菜一日100%綜合蔬果汁,食/其它
可爾必思,食/其它
可爾必思葡萄飲,食/其它
可樂,食/其它
可樂-中,食/其它
可樂娜,食/其它
可麗露 ,食/其它
台啤微醺芭樂蓮霧330ml罐裝,食/其它
台鹽海洋鹼性水,食/其它
台鹽海洋鹼性離子水,食/其它
四季春青茶,食/其它
四季珍椰青,食/其它
四神湯,食/其它
奶茶,食/其它
奶蓋烏龍茶,食/其它
尼尼_餐飲主題餐廳      ,食/其它
左岸咖啡館拿鐵咖啡,食/其它
左岸咖啡館無加糖拿鐵,食/其它
左岸無加糖拿鐵,食/其它
巧克力QQ球,食/其它
巧克力牛奶蛋糕,食/其它
巧克力可可,食/其它
巧克力可可碎片奶,食/其它
巧克力米派,食/其它
巧克力威化餅,食/其它
巧克力軟餅乾,食/其它
巧克力麻糬泡芙,食/其它
巧克力湯種,食/其它
巧酥白巧克力雪糕,食/其它
布丁燒諾曼地,食/其它
本家厚奶蕎麥,食/其它
札幌味噌鍋,食/其它
玄澤鐵觀音,食/其它
玉米湯-大,食/其它
玉米湯-小,食/其它
玉米濃湯,食/其它
玉堂春茶王,食/其它
玉蜀黍,食/其它
甘蔗四季,食/其它
甘蔗菁茶,食/其它
甘蔗綠茶,食/其它
生巧克力派—雙層巧克力口味,食/其它
生活芒果泥紅茶,食/其它
生活良好壽喜燒醬,食/其它
生活泡沫綠茶,食/其它
生活雜貨食品,食/其它
白玉歐蕾(中),食/其它
白葡萄ＱＱ糖巧克力球,食/其它
北海鱈魚香絲-細,食/其它
立頓奶茶,食/其它
立頓巧克力奶,食/其它
立頓英式奶茶,食/其它
立頓原味奶茶,食/其它
立頓琥珀紅茶,食/其它
仲夏芒果冰沙,食/其它
伊佐茶序,食/其它
伊藤園綠茶,食/其它
光泉冰釀紅茶,食/其它
光泉茉香柚茶,食/其它
光泉茉莉茶園-蜜茶,食/其它
光泉茉莉蜜茶,食/其它
光泉蘋果紅茶,食/其它
全家Fami霜淇淋,食/其它
再睡５分鐘棉被日安紅雪派,食/其它
冰火(乳酸沙瓦口味),食/其它
冰火葡萄伏特加,食/其它
冰奶香蜂蜜甜梨風味紅茶,食/其它
冰巧克力可可歐蕾大,食/其它
冰那堤,食/其它
冰那堤V杯,食/其它
冰那堤大,食/其它
冰品,食/其它
冰珍珠椰果四季春,食/其它
冰紅茶,食/其它
冰紅茶-大,食/其它
冰紅茶-中,食/其它
冰黑糖珍珠撞奶,食/其它
冰蜂蜜紅茶,食/其它
冰福吉茶那堤V,食/其它
冰蜜柚紅茶,食/其它
冰醇濃抹茶那堤,食/其它
冰檸檬紅茶,食/其它
冰鎮芭樂綠茶,食/其它
冰鎮葡萄鮮冰茶,食/其它
冰鎮檸檬紅茶,食/其它
吃果籽-檸檬愛玉吸凍飲,食/其它
名間鄉冬片仔,食/其它
吸館西柚椰果蜜香冰茶,食/其它
多多活菌發酵乳牛奶口味,食/其它
多多活菌發酵乳草莓口味,食/其它
多那之,食/其它
多喝水鹼性竹炭水,食/其它
有飲椪糖紅茶,食/其它
百事可樂,食/其它
百奇香蕉棒,食/其它
百香果綠茶,食/其它
百香翡翠冰茶,食/其它
百香熱帶水果茶午茶組(HOT),食/其它
百香雙響,食/其它
肉球葡萄波堤,食/其它
自然主意米厘胡椒蔥蘇打餅,食/其它
自然主意奇亞籽鑽石鹽藍藻蔥餅,食/其它
芋頭牛奶霜淇淋,食/其它
芒果茶王,食/其它
芝士奶蓋春烏龍,食/其它
芝士奶蓋焙烏龍,食/其它
芝麻麻糬塔,食/其它
那堤V杯,食/其它
那堤大,食/其它
老實人紅茶,食/其它
老叢鐵觀音,食/其它
伯朗絲絨奶茶,食/其它
伯爵可可奶蓋雪糕,食/其它
伯爵核桃軟餅乾片,食/其它
完熟蔬菜番茄-大,食/其它
杏仁凍五桐茶,食/其它
杜老爺脆皮巧克,食/其它
每朝健康-雙纖綠茶,食/其它
每朝健康綠茶,食/其它
沐凜龜記茗品 飲品,食/其它
沖繩久米島深海微礦水,食/其它
芬達橘子易開罐,食/其它
芭樂霜淇淋,食/其它
芭樂檸檬綠茶,食/其它
貝涅餅 (原味）,食/其它
貝納頌特濃拿鐵,食/其它
赤丸玉子,食/其它
阿里山金萱,食/其它
阿里山蜜柚烏龍,食/其它
阿奇儂Ｘ鮮乳坊白巧克力戀乳雪糕,食/其它
阿奇儂雪糕,食/其它
阿華田麥芽夾心,食/其它
冷泡茶冰釀烏龍,食/其它
乳酪熱狗捲,食/其它
京都抹茶,食/其它
呦皮QQ糖超值組合餐,食/其它
味丹冬瓜茶,食/其它
味丹多喝水,食/其它
味丹青草茶,食/其它
味噌,食/其它
味噌湯,食/其它
和風豆腐沙拉,食/其它
咖哩醬,食/其它
咖啡拿鐵,食/其它
咖啡廳Coffee Shops ＆ Tea Salons,食/其它
奇多隨口脆兩倍濃起司玉米脆,食/其它
岩紅厚奶茶,食/其它
岩漿巧克力蛋糕,食/其它
岩燒海苔洋芋片,食/其它
抹茶那提,食/其它
抹茶熔岩蛋糕,食/其它
招牌石頭,食/其它
招牌石頭加乾魷魚一份,食/其它
招牌紅奶茶,食/其它
旺旺果粒多葡萄,食/其它
旺家補給水飲,食/其它
昂舒巴黎伯爵奶蓋泡芙,食/其它
明治即攻元氣機能飲-胺基酸,食/其它
服務費用,食/其它
杯裝經典１１７咖啡霜淇淋,食/其它
松露生巧克力蛋糕,食/其它
果漾蘋果風味蘇打飲料,食/其它
枝仔冰城濃厚榴槤雪,食/其它
油切蕎麥茶,食/其它
法式千層蛋糕,食/其它
波力小隊棉花糖,食/其它
波士頓提拉米蘇,食/其它
波的多洋芋片蚵仔煎辣味口味,食/其它
波蜜１００％一日芒果蔬果汁,食/其它
波蜜果菜汁,食/其它
波蜜極品紅茶,食/其它
玫瑰蜜香茶那堤大,食/其它
耶誕可可波堤,食/其它
耶誕抹茶波堤,食/其它
耶誕蘋果波堤,食/其它
英式奶茶,食/其它
英式奶綠,食/其它
英式紅茶,食/其它
茉莉卡布奇諾-全糖,食/其它
茉莉茶園－蜜茶,食/其它
茉莉茶園金橙紅柚茉莉茶,食/其它
茉莉茶園蜜茶,食/其它
茉莉茶園蜜蘋香橙伯爵茶,食/其它
青菜豆腐蛋花湯,食/其它
青蜜香檸凍,食/其它
青檸烏龍,食/其它
金大鋤及小蒙牛精緻鍋物,食/其它
金色三麥-蜂蜜,食/其它
金品輕乳酪肉醬,食/其它
金莎3粒裝,食/其它
金牌台灣啤酒,食/其它
金黃芝士熱狗,食/其它
金蜜紅茶中,食/其它
金銀蒜頭蛤蜊明星雞湯,食/其它
金橙紅柚茉莉,食/其它
金檸熟成(大),食/其它
拉蓓超能纖汁綜合果蔬汁,食/其它
易口舒勁爽薄荷錠,食/其它
炙烤明太子雙寶,食/其它
保力達檸檬—C片,食/其它
勇伯地瓜酥-原味,食/其它
南投翠峰冷泡茶,食/其它
品客大阪章魚燒,食/其它
品客手羽先風味,食/其它
哈尼午茉綠霜淇淋,食/其它
哈瑞寶鈕扣Q軟糖,食/其它
客家桔醬,食/其它
思樂冰大杯-蜂蜜泡泡思樂冰,食/其它
思樂冰大杯可口可樂,食/其它
思樂冰特大杯-芬達綠茶風味,食/其它
挺立鈣強力錠,食/其它
政泰 無籽冰心話梅,食/其它
星—蒸蛋湯,食/其它
星太郎超寬條餅-勁辣口味,食/其它
星巴克咖啡,食/其它
春烏龍,食/其它
柚香覺醒307,食/其它
柿餅,食/其它
活力滿點早餐,食/其它
活益比菲多-綠茶多酚,食/其它
活益比菲多減糖配方,食/其它
珍珠奶,食/其它
珍珠奶茶,食/其它
珍珠芝麻歐蕾,食/其它
皇家拿鐵,食/其它
砂糖含二砂特砂細砂,食/其它
﻿紅牛能量飲料,食/其它
紅玉紅茶,食/其它
紅玉茶香那堤,食/其它
紅玉熟成,食/其它
紅茶,食/其它
紅茶花伝皇家紅,食/其它
紅茶拿鐵(熱),食/其它
美式冰咖啡(大),食/其它
美式軟餅乾-黑紳士咖啡巧克力片,食/其它
美式黑咖啡-中冰,食/其它
美食街,食/其它
美粒果蜜桃蘇打,食/其它
胡椒豬肚湯,食/其它
草莓巧克力波堤,食/其它
草莓波堤,食/其它
草莓厚奶茶,食/其它
草莓覆盆子水果茶午茶組,食/其它
荔枝冰茶凍飲,食/其它
食用醋酒粕醋,食/其它
食用醋糯米醋,食/其它
食用鹽,食/其它
食品,食/其它
食品飲食,食/其它
香吉士芭樂果汁飲料,食/其它
香草卡士達泡芙,食/其它
香草酷奶昔,食/其它
香草蘋果香頌,食/其它
香蒜湯種,食/其它
香濃牛奶鍋,食/其它
香濃叻沙鍋,食/其它
香濃蒜味鍋,食/其它
柳丁綠茶,食/其它
柳橙汁,食/其它
柳橙檸檬綠茶,食/其它
茶,食/其它
茶茶抹茶生乳捲,食/其它
茶裏王日式無糖綠茶,食/其它
茶裏王日式綠茶,食/其它
茶裏王台式綠茶,食/其它
茶裏王伯爵紅茶,食/其它
茶裏王英式紅茶,食/其它
個人軟歐-雙拼章牛,食/其它
健酪乳酸原味,食/其它
健酪乳酸飲料,食/其它
凍檸茶,食/其它
剝皮辣椒明星雞湯,食/其它
原味本舖麥仔茶,食/其它
原味肉肉鍋,食/其它
原萃日式綠茶,食/其它
原萃冷萃日式深蒸綠茶,食/其它
原萃冷萃春笠青茶,食/其它
原萃烏龍茶,食/其它
原萃綠茶-玉露,食/其它
原萃綠茶玉露,食/其它
原萃錫蘭無糖紅茶,食/其它
夏日冰柚冷萃V,食/其它
家常起司隨口脆,食/其它
悅氏麥仔茶,食/其它
悅氏礦泉水,食/其它
拿鐵,食/其它
拿鐵冰咖啡(大),食/其它
拿鐵冰咖啡(特大),食/其它
拿鐵咖啡(H),食/其它
拿鐵熱咖啡,食/其它
拿鐵鮮奶咖啡,食/其它
桂冠蛋餃(盒),食/其它
桔香冰梅綠,食/其它
泰山仙草蜜,食/其它
泰山冰鎮水果,食/其它
泰山冰鎮葡萄鮮冰茶,食/其它
泰山冰鎮檸檬紅,食/其它
泰山純水,食/其它
泰勒伯爵鮮奶茶,食/其它
泰濃郁!奶茶風味霜淇淋,食/其它
海帶鮮魚味噌湯,食/其它
海鮮干貝湯,食/其它
烏龍,食/其它
烘焙食品,食/其它
特色小菜,食/其它
特賣會能量餐,食/其它
特選馥郁那堤V,食/其它
特濃經典拿鐵,食/其它
瓶裝水,食/其它
真傳紅茶,食/其它
真露青葡萄燒酎,食/其它
粉角冬瓜茶,食/其它
粉角紅茶,食/其它
粉粿桂花檸檬,食/其它
粉粿黑糖奶茶,食/其它
純喫茶芭樂綠茶,食/其它
純喫茶紅茶,食/其它
純喫茶綠茶,食/其它
純喫茶鮮柚綠茶,食/其它
純喫茶檸檬綠茶,食/其它
素沙茶醬,食/其它
脆脆巧克力波堤,食/其它
貢丸湯,食/其它
起司Q彈球,食/其它
起司牛奶鍋,食/其它
馬祖新村/餐飲,食/其它
高山烏龍茶,食/其它
高冷烏龍,食/其它
高粱酒,食/其它
高纖蘇打-新纖薯,食/其它
烈日火山紅茶,食/其它
紐西蘭嫩羊肩鍋套餐,食/其它
乾炒牛河:加點套餐 – 鴛鴦-凍,食/其它
商品電子兌換憑證165元星享飲料券,食/其它
商品電子兌換憑證檸檬塔,食/其它
國農重黑巧克力拿鐵玻璃,食/其它
培根高麗菜,食/其它
康寶 2人金黃玉,食/其它
張君雅五香海苔,食/其它
張君雅日式串燒,食/其它
彩蔬洋芋火腿沙拉,食/其它
悠旅STARBUCKS 咖啡.點心,食/其它
掬水軒高纖蘇打,食/其它
梅花豬肉鍋套餐,食/其它
梅花豬鍋,食/其它
液糖含特製與轉化液糖,食/其它
涵碧美饌 紅心芭樂梅釀綠茶,食/其它
盛味綜合丸,食/其它
盛香珍曲奇巧克,食/其它
盛香珍花生煎餅,食/其它
盛香珍法式鹽之花蝴蝶酥,食/其它
盛香珍海鹽焦糖千層酥,食/其它
盛香珍捲酥巧克,食/其它
舶來紅茶,食/其它
菜頭湯,食/其它
蛋捲冰淇淋,食/其它
雀巢茶品檸檬茶,食/其它
雪花冷露(大),食/其它
雪花豬肉鍋套餐,食/其它
雪碧-中,食/其它
雪碧汽水,食/其它
雪碧易開罐,食/其它
魚丸湯,食/其它
麥香錫蘭奶茶,食/其它
麥當勞大蛋捲冰淇淋即享券,食/其它
麥當勞餐飲,食/其它
凱薩雞肉沙拉餐,食/其它
喫茶趣ToGo-餐飲-茶飲,食/其它
喬亞滴濾拿鐵咖啡,食/其它
喬亞滴濾無糖黑咖啡,食/其它
單-焙香決明大麥,食/其它
寒天-檸檬口味,食/其它
御茶園冰釀麥萃麥茶,食/其它
御茶園冰釀綠茶,食/其它
御茶園特上紅茶,食/其它
御茶園特撰日式綠茶,食/其它
御茶園特撰冰釀綠茶,食/其它
御茶園麥萃麥茶,食/其它
御茶園極生茶,食/其它
斯里蘭卡錫蘭紅茶,食/其它
普洱,食/其它
晶英藥膳排骨湯,食/其它
最完美手沖泰奶,食/其它
棒打老鹽檸檬綠妍,食/其它
森永果汁果實冰,食/其它
森永果汁果實冰(麝香葡萄),食/其它
森永嗨啾軟糖-乳酸口味,食/其它
椒麻香辣熱狗,食/其它
椪糖奶霜紅茶,食/其它
極品牛肉湯/小碗,食/其它
極品限定巧克力,食/其它
極酷嗆涼冰炫薄荷超值包,食/其它
極酷嗆涼重量包,食/其它
港式凍檸茶,食/其它
湖池屋辣唐辛子,食/其它
焙烏龍,食/其它
焙烏龍奶茶,食/其它
無花果伯爵蛋糕,食/其它
無籽冰梅肉,食/其它
無糖紅,食/其它
無糖綠茶小,食/其它
無糖綠茶中,食/其它
焦香椪糖四季春,食/其它
焦糖烤布蕾,食/其它
焦糖起司蛋糕,食/其它
番茄醬,食/其它
統一PH9‧0鹼性離子水,食/其它
統一ＰＨ９鹼性離子水,食/其它
統一UNI water純水,食/其它
統一布丁霜淇淋,食/其它
統一生機葡萄乾,食/其它
統一生機新纖蕎麥餅,食/其它
統一香腸蒜味,食/其它
統一麥香奶茶,食/其它
舒跑Energy能量飲料,食/其它
舒跑運動飲料,食/其它
舒跑鹼性離子水,食/其它
萬家香醃烤肉醬,食/其它
萬家香鰹魚露,食/其它
葡式蛋塔4入,食/其它
葡萄乾司康,食/其它
蛤蜊絲瓜,食/其它
超值B套餐,食/其它
酥爆海苔原味,食/其它
雲霧烏龍,食/其它
飲冰室茶集烏龍奶茶,食/其它
飲冰室茶集綠奶茶,食/其它
飲品,食/其它
飲料,食/其它
黃金烏龍,食/其它
黃金蕎麥奶茶,食/其它
黑丸古早味紅茶凍,食/其它
黑咖啡,食/其它
黑面蔡古早紅茶,食/其它
黑森林波士頓,食/其它
黑森林波士頓派,食/其它
黑蜜歐蕾(中),食/其它
異國小吃,食/其它
園之味柳橙,食/其它
奧利多水碳酸飲料,食/其它
奧利奧奇寶巧克力雙,食/其它
奧利奧原味夾心餅乾,食/其它
微醉白色沙瓦雞尾酒,食/其它
微醉乳酸雞尾酒,食/其它
微醉梅酒蘇打,食/其它
微醉雞尾酒白色沙瓦,食/其它
微醉雞尾酒乳酸,食/其它
愛之味寒天檸檬,食/其它
愛爾蘭咖啡塔,食/其它
新冰仙女紅茶,食/其它
新貴派-花生,食/其它
新感覺花生夾心,食/其它
新熱仙女紅茶,食/其它
楊枝甘露,食/其它
溏心蛋洋芋,食/其它
煙燻鮭魚光合沙拉,食/其它
經典１１７咖啡霜淇淋,食/其它
經典五桐茶,食/其它
經典台灣啤酒,食/其它
經典冰巧克力,食/其它
經典法式千層薄餅,食/其它
經典美式,食/其它
經典原味熱狗,食/其它
經典原味鍋,食/其它
經典起司蛋糕,食/其它
經典黑炫牛奶酷繽沙,食/其它
經典瑪格莉特 ,食/其它
義美仙草甘茶,食/其它
義美仙草甘茶-無加糖,食/其它
義美無糖台灣四季春,食/其它
義美葡萄QQ糖巧克球,食/其它
義美酸梅湯,食/其它
義美錫蘭紅茶,食/其它
聖雷蒙奶油白醬,食/其它
蒜好好蒜頭雞湯,食/其它
蒜香胡椒鍋,食/其它
蒜香綜合滷味,食/其它
蜂蜜茶,食/其它
蜂蜜烏龍茶,食/其它
蜂蜜檸檬,食/其它
誠意奶茶,食/其它
農搾芭樂綜合飲,食/其它
農搾柳丁綜合果茶,食/其它
農搾檸檬飲,食/其它
零卡可,食/其它
零卡可-中,食/其它
福德生活可可布蕾,食/其它
福德生活雞蛋布蕾,食/其它
福樂超能蛋白營養牛乳堅果可可,食/其它
飯館,食/其它
嘎滋草莓波堤,食/其它
嫩仙草凍奶,食/其它
樺達奶茶,食/其它
樺達硬喉糖甘草金桔薄荷,食/其它
樺達硬喉糖檸檬薄荷,食/其它
滿足好食雙人餐,食/其它
瑪德蓮-原味,食/其它
綺夢紅茶,食/其它
蔥鹽雞肉麵沙拉,食/其它
蜜柚紅茶,食/其它
蜜香紅,食/其它
蜜蜂故事館蜂蜜檸檬水,食/其它
蜜糖巧克力波堤,食/其它
蜜糖波堤,食/其它
輕食咖啡廳,食/其它
輕烏龍,食/其它
輕焙穀麥茶,食/其它
酸奶洋蔥爆米花,食/其它
酸辣湯,食/其它
隨-濃萃拿鐵,食/其它
養樂多300發酵,食/其它
養樂多青茶,食/其它
鳳梨酥,食/其它
鳳梨煎茶(H),食/其它
綠豆沙牛奶,食/其它
綠茶,食/其它
綠茶凍五桐奶茶,食/其它
綠茶擂茶,食/其它
精力湯,食/其它
精選英式紅拿,食/其它
澳洲蔗糖,食/其它
澳洲糖蜜,食/其它
熟成牛五花鍋套餐,食/其它
熟成冷露(大),食/其它
熟成板腱牛肉鍋套餐小,食/其它
熟成紅茶歐蕾,食/其它
熟稱歐蕾,食/其它
熱狗蛋沙拉,食/其它
熱厚濃靜岡抹茶拿鐵,食/其它
熱紅茶,食/其它
熱美式,食/其它
熱黑糖珍珠撞奶,食/其它
蕎麥鮮奶茶,食/其它
豬肉湯種,食/其它
醇黑巧克力千層,食/其它
醇濃抹茶那堤,食/其它
黎花院蘇打餅泡菜風味,食/其它
樂事九州岩燒海苔洋芋片,食/其它
樂事大波浪海苔,食/其它
樂事自然美味海鹽口味洋芋片,食/其它
樂事自然美味薄切地瓜原味,食/其它
樂事美國經典原味洋芋片,食/其它
樂維根奶茶組合,食/其它
擂茶,食/其它
橋村辣醬熱狗,食/其它
濃萃美式冰咖啡(大),食/其它
濃萃拿鐵冰咖啡(大),食/其它
濃韻烏龍茶,食/其它
燒仙草,食/其它
錫蘭紅茶,食/其它
餐品,食/其它
餐食,食/其它
餐費,食/其它
餐飲,食/其它
餐飲小吃,食/其它
餐飲食品,食/其它
餐飲費,食/其它
鴛鴦鍋,食/其它
諾曼地牛奶蛋糕,食/其它
優多綠,食/其它
優果甜坊仙草凍,食/其它
優格波堤,食/其它
優酪春烏龍,食/其它
檬龍雨(含粉條),食/其它
購物袋-大袋PPI,食/其它
贅澤八女抹茶拿鐵,食/其它
霜淇淋不限口味,食/其它
韓式泡菜豬肉鍋,食/其它
韓樂燒酒(草莓風味),食/其它
鮮奶冬瓜,食/其它
鮮芋仙嫩仙草凍,食/其它
鮮乳脆皮泡芙,食/其它
龍角散喉糖,食/其它
檸檬春烏龍,食/其它
檸檬風味紅茶,食/其它
檸檬塔,食/其它
藝伎紅茶,食/其它
醬燒手羽,食/其它
雙倍OR冰炫風,食/其它
雙料巧克力波堤,食/其它
雙層巧克力波堤,食/其它
懷舊冰沙,食/其它
蘋果派,食/其它
蘋果紅萱,食/其它
關東煮盛合,食/其它
龐貝藍鑽特級琴酒,食/其它
蘆筍蝦手卷,食/其它
麗芝士威化餅,食/其它
寶礦力水得,食/其它
糯香奶茶,食/其它
饗食天堂,食/其它
魔爪能量碳酸飲料,食/其它
魔爪碳酸能量飲,食/其它
鐵觀音烏龍茶,食/其它
鶴記茶凍奶茶,食/其它
鹽焦糖巧克力波堤,食/其它
鹽蔥雙牛蔬滿盒,食/其它
【愛之味】牛奶花生,食/油脂與堅果類
大豆沙拉油,食/油脂與堅果類
四乘六葵花瓜子,食/油脂與堅果類
奶油奶酥菠蘿油,食/油脂與堅果類
芝麻油,食/油脂與堅果類
芝麻粉,食/油脂與堅果類
芝麻醬,食/油脂與堅果類
花生,食/油脂與堅果類
花生油,食/油脂與堅果類
烘焙南瓜子,食/油脂與堅果類
烤酥油,食/油脂與堅果類
清麻油,食/油脂與堅果類
麻辣小魚花生,食/油脂與堅果類
萬歲牌和風堅果,食/油脂與堅果類
萬歲牌總匯點心包,食/油脂與堅果類
葵花油,食/油脂與堅果類
黑麻油,食/油脂與堅果類
新纖生活日式薄燒-新纖甘栗,食/油脂與堅果類
瑪琪琳,食/油脂與堅果類
精製豬油,食/油脂與堅果類
精緻牛油,食/油脂與堅果類
橄欖油（初榨冷壓）,食/油脂與堅果類
葡萄籽油（高溫烹飪用）,食/油脂與堅果類
酪梨油（沙拉調味）,食/油脂與堅果類
椰子油（烘焙用）,食/油脂與堅果類
花生油（中式炒菜用）,食/油脂與堅果類
杏仁（生食）,食/油脂與堅果類
核桃（健康零食）,食/油脂與堅果類
腰果（無鹽烘焙）,食/油脂與堅果類
開心果（鹽焗）,食/油脂與堅果類
榛果（巧克力製作）,食/油脂與堅果類
亞麻仁油（Omega-3 補充）,食/油脂與堅果類
南瓜子（堅果混合包）,食/油脂與堅果類
葵花籽油（家用食用油）,食/油脂與堅果類
松子（沙拉拌料）,食/油脂與堅果類
栗子（糖炒）,食/油脂與堅果類
大豆油（食用油）,食/油脂與堅果類
山茶花油（煎炒兩用）,食/油脂與堅果類
竹筍籽油（高溫煎炸）,食/油脂與堅果類
杏仁果醬（全素食用）,食/油脂與堅果類
無鹽綜合堅果（健康點心）,食/油脂與堅果類
$1原蛋,食/蛋類
STEAMED EGG,食/蛋類
日式溫泉蛋,食/蛋類
石安白煮蛋,食/蛋類
石安牧場溫泉蛋,食/蛋類
自遊雞非籠飼雞蛋,食/蛋類
所長經典茶葉蛋,食/蛋類
紅殼雞蛋,食/蛋類
茶葉蛋,食/蛋類
茶葉蛋（銷售用）,食/蛋類
茶碗蒸,食/蛋類
茶碗蒸（海鮮風味）,食/蛋類
茶碗蒸雞肉玉米,食/蛋類
扇貝茶碗蒸,食/蛋類
秘製醬炸蛋,食/蛋類
單溫泉蛋,食/蛋類
富翁一級棒紅殼鮮雞蛋,食/蛋類
瑞牧平飼動福蛋,食/蛋類
滷蛋,食/蛋類
優蛋白蛋捲餐,食/蛋類
韓式蝦醬烘蛋,食/蛋類
雞蛋,食/蛋類
雞蛋（一般白蛋）,食/蛋類
土雞蛋（散養雞蛋）,食/蛋類
鵪鶉蛋（小顆蛋白質豐富）,食/蛋類
鴨蛋（鹹蛋製作用）,食/蛋類
皮蛋（傳統加工蛋）,食/蛋類
茶葉蛋（便利店熱食）,食/蛋類
生蛋黃（日式拉麵用）,食/蛋類
全蛋液（烘焙專用）,食/蛋類
蛋白液（低脂蛋白質來源）,食/蛋類
生蛋（健康飲品用）,食/蛋類
鹹蛋黃（粽子餡料）,食/蛋類
烤蛋（燒烤小吃）,食/蛋類
溫泉蛋（低溫熟成蛋）,食/蛋類
酸奶雞蛋（早餐搭配）,食/蛋類
蒸蛋（家常料理）,食/蛋類
烘蛋（西式早餐）,食/蛋類
雞蛋布丁（甜點製作原料）,食/蛋類
蛋酥（中式糕點用）,食/蛋類
蛋黃醬（三明治調味）,食/蛋類
荷包蛋（早餐煎蛋）,食/蛋類
七星鱸,食/魚類
大比目魚切片大,食/魚類
大火山奶香火山龍蝦舞干貝,食/魚類
台灣鯛,食/魚類
必點的炸魚皮,食/魚類
老火酸菜魚,食/魚類
尬鍋海鮮拼盤,食/魚類
沙漏魚皮,食/魚類
花枝天婦羅,食/魚類
冷藏鮭魚輪切挪威,食/魚類
松露起士蝦球,食/魚類
泡椒魚+老火魚,食/魚類
英式炸魚,食/魚類
挪威鮮鯖魚切片無鹽,食/魚類
泰國蝦,食/魚類
海味干貝,食/魚類
海鮮捲,食/魚類
特選鮭魚厚切,食/魚類
盒裝去殼牡蠣,食/魚類
智利銀鮭輪切(盒),食/魚類
黃金魚板,食/魚類
溜溜酸菜魚,食/魚類
酸菜魚中,食/魚類
養殖文蛤,食/魚類
養殖石斑魚活體,食/魚類
養殖石斑魚條凍,食/魚類
養殖吳郭魚冷凍魚片,食/魚類
養殖冷凍白蝦,食/魚類
鳳尾蝦仁,食/魚類
薄鹽鯖魚,食/魚類
韓國晉州JinJu四重起司魚板棒,食/魚類
鮭魚三味,食/魚類
鮭魚日切,食/魚類
鮮嫩魚下巴,食/魚類
雙月乾蚵,食/魚類
鯖魚柴魚花,食/魚類
鯛魚腹片中,食/魚類
羅勒鮭魚肚,食/魚類
鰹魚柴魚花,食/魚類
壽司大綜合,食/穀類
.套餐腿庫飯,食/穀類
(區)烤地瓜30元,食/穀類
(區)烤地瓜35元,食/穀類
(區)烤地瓜40元,食/穀類
(區)現蒸地瓜35元,食/穀類
